"reflectionGroup","author","votes","type","createdAt","discussionThread","prompt","content"
"Videli jste GTA6 trailer?","Anonymous",0,"Reflection","2023-12-05T07:54:21.904Z","","What went well 😄","Videli jste GTA6 trailer? Tesite se? bude az v 2025 :O "
"Chill na stadionu Slavie.","Anonymous",0,"Reflection","2023-12-05T07:53:43.993Z","","What went well 😄","Chill na stadionu Slavie. Doporucuji. Byli jste nekde takhle?"
"Dezerty. Jak se stavíte k","Anonymous",0,"Reflection","2023-11-18T19:28:59.421Z","","What didn't go well 😞","Dezerty. Jak se stavíte k tomu, že mnoho lidí nezvládne sníst hlavní jídlo a něco na talíři i nechá, nicméně záhy přijde dezert a jsou schopni sníst palačinku nebo wafli 😱"
"Cesta EC na Mnichov. Německý","Anonymous",0,"Reflection","2023-11-13T16:08:06.549Z","","What went well 😄","Cesta EC na Mnichov. Německý dopravce Alex. Staré vlaky (podobné těm českým), ale v první třídě úplně top sedačky - nastavitelné opěrky, područky, měkoučko everywhere. Proč to v ČR ještě pořád nejde? (peněz to stálo stejně jako v čr) 🤔"
"Týpek mě v Egyptě veze na","Anonymous",0,"Reflection","2023-11-14T10:54:19.275Z","","What didn't go well 😞","Týpek mě v Egyptě veze na hotel. Cesta je fakt punk.. žádný pruhy, přejíždění zleva zprava, místo blinkrů troubení. Ale. Furt to tak nějak jde. 😞 A najednou už je jen jeden pruh na směr a týpek předjel auto ale už se nazařadil do pravého pruhu a je-li jsme jsme asi 3km v protisměru a ještě si u toho vyřídil telefonát 😂 Tak už jsem mu teda řekl že by se mi líbilo když by jel vpravo a ty horizonty v protisměru nepokoušel a on se zařadil, ukázal před sebe a řekl ""nou cars"" 😂"
"Najednou mi píše Káčko na","Anonymous",0,"Reflection","2023-11-06T11:50:07.482Z","","What didn't go well 😞","Najednou mi píše Káčko na Slack.. Ahoj mám na tebe prosbu - můžeš pls hodit všechny faktury za rok 21,22,23 do zipu a poslat.

Ehmm ""Děláme pro jistotu křížovou kontrolu všech nákladů včetně kontraktorů"" hehe 😓 he. he..

Jestlipak to spíš nesouvisí s Lambidýlqem ???"
"Souvisí Petrova deprese s","Anonymous",0,"Reflection","2023-11-24T16:54:54.782Z","","What went well 😄","Souvisí Petrova deprese s manželstvím?"
"Cesta do Brna vlakem.. hezký","Anonymous",0,"Reflection","2023-11-22T06:51:13.524Z","","What didn't go well 😞","Cesta do Brna vlakem.. hezký prostředí, všechno by bylo fajn jakoby.. hehe

Ale ne, když chce člověk pracovat protože imrwere stále vypadává internet, což odhlašuje VPN a je nutno se na ni stále přihlašovat a ještě na tom kluzkém stolku všechno jezdí sem a tam a padají věci. 

Vymrdaný český operátoři, který berou peněz jak svině a nejsou schopni udělat 100% pokrytí 5G po celé zemi dopíči 😠"
"Java: Structured Concurrency","Anonymous",0,"Reflection","2023-11-22T13:48:27.555Z","","What went well 😄","Java: Structured Concurrency zatím Preview, ale ve světě JVM nebude mít coroutines žádný smysl"
"Bouchá... a jsem 12k mínus","Anonymous",0,"Reflection","2023-11-21T12:55:41.116Z","","What went well 😄","Bouchá... a jsem 12k mínus :D"
"Mlhovky edukační info. Víte","Anonymous",0,"Reflection","2023-12-10T14:44:45.065Z","","What didn't go well 😞","Mlhovky edukační info. Víte jak se správně používaji?"
"VÍTE ŽE : Google mapy","Anonymous",0,"Reflection","2023-12-10T13:47:39.835Z","","What went well 😄","VÍTE ŽE : Google mapy zobrazuji live pozici metra 😳"
"trosicku DARK story.. uz se","Anonymous",0,"Reflection","2023-12-09T10:52:35.671Z","","What didn't go well 😞","trosicku DARK story.. uz se vam stalo ze nekdo uspesnej, bohatej, zakladatel projektu a koho jste znali byl odejit? Nadobro? Ze sveta? Treba oknem?"
"Mám platit 30k za","Anonymous",0,"Reflection","2023-11-28T10:53:26.408Z","","What went well 😄","Mám platit 30k za byt?"
"Listopad. Je to nejhorší","Anonymous",0,"Reflection","2023-11-22T09:59:55.064Z","","What didn't go well 😞","Listopad. Je to nejhorší měsíc.

Nejvíc se ztmívá brzy, nejvíc všechno z barev zešedné, zhnědne a udělá se fakin zima, která je ale ještě k hovnu - žádný lyžovačky nic.. Prostě jen zima, tma a sračky.

Uznávám tímto tedy, že je fajn na listopad opustit ČR. 🙏"
"Jsou tu jedinci, kteří","Anonymous",0,"Reflection","2023-11-22T09:51:56.979Z","","What didn't go well 😞","Jsou tu jedinci, kteří brečkají, že nechtějí chlastat v týdnu - dokonce se i snaží posunout X týdnů domluvené retro a pak si jdou vylejt hubu na Kotlin meetup jen tak v úterý večer 😂

Tak jak je to teda?"
"Egypt. Zajímavá země.","Anonymous",0,"Reflection","2023-11-17T17:58:13.732Z","","What didn't go well 😞","Egypt. Zajímavá země. Vybagruješ kus moře a uděláš tam letovisko. Boostuje to ekonomiku, nedrancuješ přírodu (tady se na 1000km pobřeží 1km resortů ztratí), lidi tady dostali práci, všichni jsou happy. Dokonce jsou hotely i zelený a nezanechávají za sebou stopu. Nicméně země je to taky taková, že v celém hotelu nepracuje jediná egypťanka. Podporují tu halal a vaří vepřové a dávají alkohol. Watafak... 🥍"
"Třináctipalcový notebook na","Anonymous",0,"Reflection","2023-12-08T10:59:11.969Z","","What went well 😄","Třináctipalcový notebook na práci? Jak to může někdo používat?"
"Bouchá mondeo","Anonymous",0,"Reflection","2023-11-21T12:55:13.270Z","","What went well 😄","Bouchá Mondeo?"
"DAMI šetří, moc to nešlape.","Anonymous",0,"Reflection","2023-11-23T14:21:39.255Z","","What didn't go well 😞","DAMI šetří, moc to nešlape. Dušan k tomu bude mít víc info?"
"Java Project Loom utočí na","Anonymous",0,"Reflection","2023-11-22T13:47:19.197Z","","What went well 😄","Java Project Loom utočí na smazání Coroutines z povrchu zemského"
"Umělý věci na holkach (nehty,","Anonymous",0,"Reflection","2023-11-03T17:38:10.519Z","","What went well 😄","Umělý věci na holkach (nehty, řasy, botox, kozy,... )... kdo je cílovka?"
"Nový tool namísto Parabolu","Anonymous",0,"Reflection","2023-11-01T18:31:10.421Z","","What didn't go well 😞","Nový tool namísto Parabolu není. V čem je parabol špatný vlastně? 🤔 Aneb proč nikdo nezvládl najít nic lepšího? Není to tím že je tahle věc přeci jen ok?"
"Být ve firmě, o které vím, že","Anonymous",0,"Reflection","2023-11-01T13:35:00.913Z","","What didn't go well 😞","Být ve firmě, o které vím, že dělá špatné věci (křivé, záludné, lživé) nebo je tam pár zkažených článků, které něco takového vědomě dělají. 🤔

Měl bych v takové firmě zůstat nebo odejít stejně jako z takových odešel Petr?"
"Jak je na tom Dušan s","Anonymous",0,"Reflection","2023-11-01T13:33:59.913Z","","What went well 😄","Jak je na tom Dušan s hledáním práce? 🙏"
"MatchReply konecne v","Anonymous",0,"Reflection","2023-11-01T12:43:30.762Z","","What went well 😄","MatchReply konecne v produkci?"
"Dusan nebude na RfP? Ma cenu","Anonymous",0,"Reflection","2023-11-01T12:43:15.852Z","","What went well 😄","Dusan nebude na RfP? Ma cenu tam chodit bez nej?"
"Kde pracuje","Anonymous",0,"Reflection","2023-11-01T12:42:55.060Z","","What went well 😄","Kde pracuje Matej?"
"Kubovi konci obdobi pasivniho","Anonymous",0,"Reflection","2023-11-01T12:42:38.000Z","","What went well 😄","Kubovi konci obdobi pasivniho prijmu. Jak se s tim smiruje? Dalo to do nej hodne nervi? Kolik dveri rozbil?"
"Musím si na appky dávat","Anonymous",0,"Reflection","2023-11-08T21:44:46.593Z","","What didn't go well 😞","Musím si na appky dávat časomíry, abych zůstal produktivní? Aneb jak moc adhd člověk je a měl by s tím něco dělat? 🛑"
"Že by Enyaq nebyl tak špatný?","Anonymous",0,"Reflection","2023-11-10T15:15:00.056Z","","What went well 😄","Že by Enyaq nebyl tak špatný? Nejprodávanější elektroauto v Německu"
"Věděli jste, že když začnete","Anonymous",0,"Reflection","2023-11-10T15:13:51.022Z","","What didn't go well 😞","Věděli jste, že když začnete větu písmenem 'ž', tak Parabol spadne?"
