"reflectionGroup","author","votes","type","createdAt","discussionThread","prompt","content"
"Je profesionální, když vám","Anonymous",0,"Reflection","2024-01-26T16:19:26.507Z","","What went well 😄","Je profesionální, když vám bývalý šéf volá aby se zeptal, kolik berete, aby věděl kolik platit svým lidem? Jak to sedí s tím, že se ""prý"" zná se všemi a ví jak je na tom trh? Anebo to celé bylo jinak? 🤔"
"Svatebka 💐 - už to začíná?","Anonymous",0,"Reflection","2024-01-09T09:33:28.672Z","","What went well 😄","Svatebka 💐 - už to začíná? 😏"
"Na FIMce se otevřel nový obor","Anonymous",0,"Reflection","2024-01-09T09:34:16.907Z","","What went well 😄","Na FIMce se otevřel nový obor ohledně kyberbezpečnosti. Když někteří z nás nemají Ing, což takhle zkusit Bc. et Bc.? 🙏"
"No, chlapi? Jak to vypadá s","Anonymous",0,"Reflection","2024-01-09T09:33:52.205Z","","What didn't go well 😞","No, chlapi? Jak to vypadá s těma AI projektama? A skutečně nám AI vzalo práci? 🧠"
"Jak vám jde spolubydlení s","Anonymous",0,"Reflection","2024-01-26T14:23:42.579Z","","What went well 😄","Jak vám jde spolubydlení s partnerkami / ženami / sami se sebou? Výhody? Nevýhody?"
"Jak je na tom mobilní","Anonymous",0,"Reflection","2024-01-25T20:27:34.653Z","","What went well 😄","Jak je na tom mobilní matchreply? IPO kdy?"
"Smí policista-upír vstoupit","Anonymous",0,"Reflection","2024-01-23T19:25:46.620Z","","What went well 😄","Smí policista-upír vstoupit do mého domu, pokud má povolení k prohlídce?"
"Byli jsme na UPCE: FES u","Anonymous",0,"Reflection","2024-01-24T11:39:17.267Z","","What went well 😄","Byli jsme na UPCE: FES u děkana s Univerzitou 😂

Co se tam asi tak stalo?

- chyba BE?

- chyba iOS?

- leaknutý děkanův token?"
"Snaží se EU nás zlikvidovat","Anonymous",0,"Reflection","2024-01-24T02:49:28.737Z","","What didn't go well 😞","Snaží se EU nás zlikvidovat tím,že dále bude tlačit EVs? A posilovat tím Čínu?"
"Trump a jeho popularita mezi","Anonymous",0,"Reflection","2024-01-24T02:48:19.119Z","","What didn't go well 😞","Trump a jeho popularita mezi voliči síly. Proti kandidát bude evidentně Biden. Komu byste to hodili?"
"Přes aplikaci pro hluchý a","Anonymous",0,"Reflection","2024-01-23T09:09:13.813Z","","What didn't go well 😞","Přes aplikaci pro hluchý a slepí na Androidu (accesibility API) se útočníci dostali do telefonů těchto lidí, přečetli si hesla když se přihlašovali do myAir appky a v noci poslali pushku aby se rozsvítil telefon, odmekli si ho, otevřeli myAir appku, přihlásili se již známým heslem a odeslali si love k sobě 😱

Děsivý - proti tomu můžeš max udělat to, že vyndáš baterku.

Když se otevřel store nebo detail tý appky co byla škodlivá, tak ho ta appka hned zavřela, aby ani nešla odinstalovat 😂"
"Imigranti z dalekoho východu?","Anonymous",0,"Reflection","2024-01-21T10:23:11.959Z","","What didn't go well 😞","Imigranti z dalekoho východu? Jste s tím ok nebo ne?"
"Po brčkách papírové víčka,","Anonymous",0,"Reflection","2024-01-21T10:24:01.991Z","","What didn't go well 😞","Po brčkách papírové víčka, aneb další lepidla do našich drinků?"
"Tea Lipton","Anonymous",0,"Reflection","2024-01-21T11:06:41.549Z","","What didn't go well 😞","Lipton zero tea zero zamrzl ale Lipton zero peach tea ne. Přidávají nemrznouci směs do broskve? "
"Vyrostl Matěj z","Anonymous",0,"Reflection","2024-01-18T20:49:07.518Z","","What went well 😄","Vyrostl Matěj z anarchokapitalismu? Bude anarchokapitalistou za 10 let? Hlasujme."
"Bereš léky na svoji nemocnou","Anonymous",0,"Reflection","2024-01-18T20:48:43.025Z","","What didn't go well 😞","Bereš léky na svoji nemocnou palici a kupuješ desítky zbraní aneb k čemu nám je všudypřítomný stát, když nedokáže hlídat své ovečky?"
"ČR je stále Rusko z hlediska","Anonymous",0,"Reflection","2024-01-18T20:48:19.485Z","","What didn't go well 😞","ČR je stále Rusko z hlediska dopravní kultury, change my mind"
"Lidl A","Anonymous",0,"Reflection","2024-01-18T20:46:23.408Z","","What went well 😄","Lidl proteinové pudinky s acesulfámkem a nutri score A, znáte? papáte?"
"Serte na RFP a pojďte běhat,","Anonymous",0,"Reflection","2024-01-19T10:14:07.368Z","","What went well 😄","Serte na RFP a pojďte běhat, 1/2 maraton v Olomouci 15. 6. 2024. Kdo má víc jak 17 % tuku, má to povinně."
"Macbook Pro 14"".. podle","Anonymous",0,"Reflection","2024-01-09T09:31:54.031Z","","What went well 😄","Macbook Pro 14"".. podle Dušana a Kuby už s tímto devicem není žádný problém (Nemá v sobě slovíčko ""air"") tedy očekávám dokotop funkčnost.. 

Stalo se tak skutečně? 🤔"
"Univerzita 🎓 - měli jsme to","Anonymous",0,"Reflection","2024-01-09T09:33:03.710Z","","What didn't go well 😞","Univerzita 🎓 - měli jsme to zaříznout, dokud byl čas? 🤔"
"Kellerovy narozeniny.. 🍰","Anonymous",0,"Reflection","2024-01-09T09:19:32.715Z","","What didn't go well 😞","Kellerovy narozeniny.. 🍰 byli jsme pozváni 🤮 Dafak.. A co se stalo?"
