"reflectionGroup","author","votes","type","createdAt","discussionThread","prompt","content"
"Withings váha roce","Anonymous",0,"Reflection","2025-06-06T15:00:11.715Z","","What didn't go well 😞","Withings váha po půl roce chození třikrát týdně do posilky: získal jste 0.3kg svalů. Je to celé fucking guesswork nebo je Matěj akorát hovno?"
"Očkování. poprvé jsem","Anonymous",0,"Reflection","2025-06-06T07:54:26.673Z","","What went well 😄","Očkování. Poprvé jsem pochopil proč někdo vůbec přemýšlí že to nechce. "
"Kubovo koleno? operace","Anonymous",0,"Reflection","2025-06-06T14:53:23.793Z","","What went well 😄","Co Kubovo koleno? Jak šla operace a jaké jsou výhledy na rekonvalescenci?"
"Dušan maltě? pravda,","Anonymous",0,"Reflection","2025-06-06T14:50:44.545Z","","What went well 😄","Jak se měl Dušan na Maltě? Je pravda, že celý ostrov smrdí po chcankách?"
"Konference: pokud člověk","Anonymous",0,"Reflection","2025-06-05T12:36:54.537Z","","What didn't go well 😞","IT konference: pokud člověk nechce dělat networking, tak mají smysl maximálně tak za firemní peníze, protože se tam člověk nic moc úžasného nedozví ... někdo jiné zkušenosti?"
"Kterak černotyb vyléčily","Anonymous",0,"Reflection","2025-05-31T18:58:07.899Z","","What went well 😄","Kterak mě dvě černotyb vyléčily z astmatu..."
"Petr: někdy zase","Anonymous",0,"Reflection","2025-04-30T13:49:51.945Z","","What went well 😄","Petr:

Až se někdy zase dostaneme k tomu, že ženský mají stejný práva a nekouká se na ně jako na štětky...



Reklama mBank, kde týpek u pivka ukazuje na holku prsten, protože holkám manželé imponují, ale ono to nezafunuje.. Naštěstí je to platební prsten, čímž typka hned přijde a jde s ním na rande 👏 



Holky jsou totiž jen zlatokopky ❤️  a chlapi mají prostě vždycky platit..



Za mě bych rád, aby mBank krachla, děkuji"
"Petr: rychlost porodnice","Anonymous",0,"Reflection","2025-04-30T13:49:49.020Z","","What went well 😄","Petr:

Rychlost do porodnice průměrné 92kmh"
"Byla diskuze fér:","Anonymous",0,"Reflection","2025-06-03T20:27:24.335Z","","What didn't go well 😞","Aby byla diskuze fér: 2 trigger pointy - alence bychom měli být vděčni, - jak sis rád vzal penízky za covidu pro osvč"
"Dušanovo stěhování prahy?","Anonymous",0,"Reflection","2025-06-05T12:38:39.511Z","","What went well 😄","Jak je na tom Dušanovo stěhování do Prahy? A do jaké části Prahy by se měl mladý, nezadaný vývojář v dnešní době stěhovat? A proč zrovna Holešovice?"
"Víme, nedostatek peněz","Anonymous",0,"Reflection","2025-06-03T09:16:06.481Z","","What didn't go well 😞","Už víme, že nedostatek peněz kazí charakter. Tudíž nadbytek peněz ho vylepšuje? A co charakterem naopak dělá přemíra zadlužení?"
"Vlado: pamatujete michala","Anonymous",0,"Reflection","2025-04-30T13:49:40.182Z","","What went well 😄","Vlado:

pamatujete na Michala Jinocha?"
"Dušan nemůže protože","Anonymous",0,"Reflection","2025-06-03T20:29:16.426Z","","What didn't go well 😞","Dušan nemůže na rfp protože letí na Madeiru. Letí tam v sobotu. Rfp končí v sobotu. "
"Kuba: turnaj $220k.","Anonymous",0,"Reflection","2025-04-30T13:49:32.704Z","","What went well 😄","Kuba:

PSA turnaj o $220k. Vstup zdarma. V publiku stejne skoro nikdo. 







Existuje mene divacky zajimavy sport nez squash?"
"Jakub: druhej fulltajm.","Anonymous",0,"Reflection","2025-04-30T13:49:28.428Z","","What went well 😄","Jakub:

Druhej fulltajm. Jak na to?"
"Tedy propagandou, čínou","Anonymous",0,"Reflection","2025-05-20T13:49:20.039Z","","What didn't go well 😞","Jak je to tedy s tou propagandou, Čínou a influencerama? Není jakákoliv reklama propagandou? Naštval by nás cestopis po USA, kde by se nezmiňovalo vyvražďování indiánů stejně? Kde je ten rozdíl?"
"Proč pořád řešíme","Anonymous",0,"Reflection","2025-06-03T09:13:03.059Z","","What didn't go well 😞","Proč pořád řešíme kdo někam lítá a kdo ne? Vždyť je to buřt ne? "
"Zamotaný románek, vyřešil","Anonymous",0,"Reflection","2025-06-06T15:47:46.672Z","","What went well 😄","Zamotaný románek, se mi vyřešil sám ."
"Dřep mezitím sajete","Anonymous",0,"Reflection","2025-06-06T15:45:50.993Z","","What went well 😄","160 na dřep mezitím co sajete dýmky."
"Pořídil jsem surf","Anonymous",0,"Reflection","2025-06-06T15:41:49.735Z","","What went well 😄","Pořídil jsem si surf skate. Mega zábava. Doporučuji. Ale s chrániči."
"Měli bysme upravit","Anonymous",0,"Reflection","2025-06-06T15:27:33.796Z","","What didn't go well 😞","měli bysme upravit naši zdravici"
"Nadešel odstěhovat tam,","Anonymous",0,"Reflection","2025-06-06T15:26:33.262Z","","What didn't go well 😞","nadešel čas se odstěhovat tam, kam patříme?"
"Tramvaje","Anonymous",0,"Reflection","2025-06-06T15:26:09.264Z","","What didn't go well 😞","tramvaje v čr"
"Homo svatba","Anonymous",0,"Reflection","2025-06-02T08:42:27.246Z","","What went well 😄","Homo svatba"
"Konečně pořádná droní","Anonymous",0,"Reflection","2025-06-02T08:41:40.356Z","","What went well 😄","Konečně pořádná droní akcička"
"Souhlasíte tím, jsme","Anonymous",0,"Reflection","2025-06-03T09:12:18.599Z","","What went well 😄","Souhlasíte s tím, že jsme teď na peaku a žijeme si svůj prime time? A jak si užíváte svůj prime time?"
"Airbank, jediná banka,","Anonymous",0,"Reflection","2025-06-03T17:21:46.145Z","","What went well 😄","AirBank, jediná banka, která umožní 6 hodin v pracovní době čekat v nemocnici /nice (gify nefungují) "
"Matěj naše rady","Anonymous",0,"Reflection","2025-06-03T20:28:46.800Z","","What didn't go well 😞","Matěj si naše rady nevzal k srdci.. pořád jen pracuje.."
"Apokalyps kecama vytřete","Anonymous",0,"Reflection","2025-06-03T20:28:04.019Z","","What didn't go well 😞","Už si pls s apokalyps AI kecama vytřete prdel.. jste fanatici."
"Internetu videa sestřih","Anonymous",0,"Reflection","2025-05-24T20:01:54.814Z","","What didn't go well 😞","Na internetu videa sestřih jak gudas vloni škrtil usa hráče. Popisek letos chyběl gudy. Češi v komentáři: yess haha jono dokotop.. dopiče co je tak super na tom že se někdo chová násilně. To se vztahuje i na MMA. Dafak se to někomu líbí? Zvrácenost"
"Konsolidace půjček airbank.","Anonymous",0,"Reflection","2025-05-16T08:23:16.562Z","","What went well 😄","Konsolidace půjček v AirBank. Super věc. Auto už je moje ❤️  a navíc 800k na rekonstrukci. Splátka je přitom stejná jako byla 🤗  😂 "
"Petr: hygienik stavbě","Anonymous",0,"Reflection","2025-04-30T13:49:43.960Z","","What went well 😄","Petr:

Hygienik ke stavbě a letišti. Zakázáno stavět, nutno filtrovat až 60 dB, nebo nutné povinné odvětrávání? Začíná mě stát srát"
"Vlado: zázračný lék?","Anonymous",0,"Reflection","2025-04-30T13:49:36.985Z","","What went well 😄","Vlado:

zázračný lék? 💊"
"Petr: přijít papíry,","Anonymous",0,"Reflection","2025-04-30T13:49:23.738Z","","What went well 😄","Petr:

Měl bys přijít o papíry, když jezdíš 300 po silnicích? Chtěli byste někoho takového potkat? V těhlech rychlostech je řidič nepředvídatelný pro ostatní řidiče a nehoda se může stát jednoduše. Lepší zavřít dřív než někoho zabije?"
"Petr: dopadlo garminem,","Anonymous",0,"Reflection","2025-04-30T13:49:18.133Z","","What went well 😄","Petr:

Jak to dopadlo s Garminem, kterému přišla zpráva ohledně private SDK ze soukromého Gmailu? 😂"
"Vlado: páteřní cyklostezka","Anonymous",0,"Reflection","2025-04-30T13:49:14.245Z","","What went well 😄","Vlado:

Páteřní cyklostezka zavřena, objízdná trasa neexistuje, Česko patří na východ"
"Matěj: vířivka zahradě","Anonymous",0,"Reflection","2025-04-30T13:49:05.859Z","","What went well 😄","Matěj:

Vířivka na zahradě - říkal jsem si, že to je píčovina, ale nakonec docela dobrá věc"
"Matěj: dušan vybíral","Anonymous",0,"Reflection","2025-04-30T13:48:59.176Z","","What went well 😄","Matěj:

Dušan vybíral zážitek - co nakonec vybral? A doporučil by?"
"Vlado: přecenil jsem","Anonymous",0,"Reflection","2025-04-30T13:48:53.927Z","","What went well 😄","Vlado:

přecenil jsem svoji gym formu, nechcete někdo trika ve velikosti M z decathlonu? jednou vyprané"
"Proč lidi kupují","Anonymous",0,"Reflection","2025-04-30T13:48:45.314Z","","What didn't go well 😞","Proč si lidi kupují velká auta? Protože mají malé péro, nebo aby s ním mohli dělat škodu při parkování na jiných autech 😠 "
