"reflectionGroup","author","votes","type","createdAt","discussionThread","prompt","content"
"Proč jsou holky","Anonymous",0,"Reflection","2025-07-25T17:14:48.990Z","","What went well 😄","proč jsou holky tak ujetý? "
"""neboj, řidič nezruší","Anonymous",0,"Reflection","2025-07-25T17:49:30.914Z","","What didn't go well 😞","""Neboj, řidič nezruší jízdu ani auto - Liftago"" - proč není tento reklamní slogan moudrý?"
"Jsem zjistil bonitu","Anonymous",0,"Reflection","2025-07-25T17:03:55.805Z","","What went well 😄","tak jsem zjistil bonitu"
"Byteček nevyšel, malý","Anonymous",0,"Reflection","2025-07-25T17:00:05.285Z","","What didn't go well 😞","byteček nevyšel, malý rozpočet"
"Středozemní moře ničemu.","Anonymous",0,"Reflection","2025-07-25T16:37:27.641Z","","What didn't go well 😞","Středozemní moře je k ničemu. Teple a bez vln. Change my mind ."
"Vláďa: pamatujete, matěj","Anonymous",0,"Reflection","2025-07-25T16:12:10.096Z","","What went well 😄","Vláďa: pamatujete, jak se Matěj bránil změně k lepšímu? A proč je Dušan stále V Hradci? "
"Nejsem rasista, jsem","Anonymous",0,"Reflection","2025-07-25T15:51:06.334Z","","What went well 😄","nejsem rasista, ale jsem "
"Liquid glass aneb","Anonymous",0,"Reflection","2025-07-25T15:49:41.931Z","","What went well 😄","Liquid Glass aneb jak udělat co nejhorší UI? "
"Superb pokračování: magistrát","Anonymous",0,"Reflection","2025-07-23T11:28:49.448Z","","What went well 😄","Superb pokračování: magistrát uznal, že mi mají fixnout auto na účet viníka 🎉  Takže začátkem srpna jde autíčko na generálku ❤️ (Náhradní vozidlo v ceně pojistky, ale bohužel jen Octavia v automatu) 😞 "
"Začne nátlak vaši","Anonymous",0,"Reflection","2025-07-23T11:26:03.941Z","","What didn't go well 😞","Až vás začne můj nátlak na vaši pomoc na baráku srát tak mi to pls řekněte včas, ať se zbytečně nerozkmotřujeme 😂 
Snažím se to teď pushovat jak jen to jde 🙏 "
"Rekonstrukci domu fotovoltaiku..","Anonymous",0,"Reflection","2025-07-23T11:24:37.180Z","","What went well 😄","1 280 000 Kč na rekonstrukci domu a fotovoltaiku.. ❤️ 
To za ty nervy a práci s rekonstrukcí určitě stálo"
"Kubík vyhrál, aniž","Anonymous",0,"Reflection","2025-07-23T11:23:24.157Z","","What went well 😄","Kubík vyhrál, aniž bychom se zbavili Puchytila 👏  Aneb, kdo další chce do AirBank?"
"Nezlvádl jsem odhadnout","Anonymous",0,"Reflection","2025-07-23T11:22:59.106Z","","What didn't go well 😞","Nezlvádl jsem odhadnout svůj čas a dobu rekonstrukce a smrdí to tím, že střecha nebude, pokud v příštím týdnu firma neřekne OK. 😞 "
"Pánové, velké díky","Anonymous",0,"Reflection","2025-07-21T20:28:49.863Z","","What went well 😄","Pánové, velké díky za veškerý support, zájem a pomoc s mojí situací. Neříkáme si tyhle věci moc často, ale fakt si toho vážím a je to super. A jsem fakt rád, že jsme tehdá začali dělat tyhle retra. P.S.: ne, nemám v plánu se v dohledné době jít střelit"
"Realitní makléř jediný","Anonymous",0,"Reflection","2025-07-21T20:31:55.241Z","","What didn't go well 😞","Realitní makléř - jediný jejich účel je, že ti při prodeji/pronájmu odfiltrují chudý lidi, který nemaj na to aby zaplatili jeho, nebo její (!), provizi... protože přesvědčovat se, že když v bytě není místo na sušičku, tak že ji vlastně nepotřebuju zvládnu klidně sám a nepotřebuju k tomu žádnou paní"
"Nejsme schopni dokončit","Anonymous",0,"Reflection","2025-07-16T20:31:02.729Z","","What didn't go well 😞","Nejsme už ani schopni dokončit retro.. Asi budeme muset groupovat to vypadá. A probírat celá témata naráz místo bodů."
