"reflectionGroup","author","votes","type","createdAt","discussionThread","prompt","content"
"kamion bliká doleva, aby","Anonymous",0,"Reflection","2024-03-19T17:21:41.881Z","","What didn't go well 😞","kamion bliká doleva, aby sdělil, že můžete bezpečně předjíždět..."
"čínská auta... jezdí, mají","Anonymous",0,"Reflection","2024-03-19T17:18:29.793Z","","What didn't go well 😞","čínská auta... jezdí, mají volant a 4 kola a carplay"
"Apple","Anonymous",0,"Reflection","2024-03-19T17:24:15.163Z","","What went well 😄","apple vs. eu"
"Říkali jsme, že chceme","Anonymous",0,"Reflection","2024-03-19T16:16:30.399Z","","What went well 😄","Říkali jsme, že chceme častěji jezdit na víkendy na nějaké chalupy, a nemusí to ani být rozlučky. Bude ale vadit, pokud to bude rozlučka popř. oslava svatby Matěje a Aničky? Btw co děláte o víkendu 20. září?"
"Staronová práce","Anonymous",0,"Reflection","2024-03-19T17:22:22.847Z","","What went well 😄","staronová práce"
"latinská amerika, to asi bude","Anonymous",0,"Reflection","2024-03-19T17:22:04.882Z","","What didn't go well 😞","latinská amerika, to asi bude levné co?"
"K čemu ti je git když sice","Anonymous",0,"Reflection","2024-03-19T13:09:32.905Z","","What didn't go well 😞","K čemu ti je git když sice děláš commity, ale nepushuješ je na origin 🤔"
"Online scams - je nějaký bod,","Anonymous",0,"Reflection","2024-03-17T16:45:50.880Z","","What didn't go well 😞","Online scams - je nějaký bod, kdy už je legitimní victim-blaming?"
"Už je to tady 😞
V únoru jsem","Anonymous",0,"Reflection","2024-03-01T07:44:04.011Z","","What didn't go well 😞","Už je to tady 😞

V únoru jsem musel 3 MDs hodit do separé tabulky a nemůžu je vykázat..

Proč není limit pro plátce 3 miliony?

A Vláďo, pověz mi prosímtě jak vypadá tvůj běžný účetní den a měsíc - co vše musíš sbírat, evidovat, psát knihu jízd apod?"
"AppParade 2024 -","Anonymous",0,"Reflection","2024-02-28T06:54:24.568Z","","What went well 😄","AppParade 2024 - bude?

Přihlásili jsme tam Svatebku? 💍"
"ČSOB reklama na 1500,- k","Anonymous",0,"Reflection","2024-02-24T20:05:25.147Z","","What didn't go well 😞","ČSOB reklama na 1500,- k účtu.. jak může marketing pustit takový cringe? 😬




https://youtu.be/poWnHpR4Bmw?si=oOGreAhT0d2suDfy"
"Od nového roku se zvedly","Anonymous",0,"Reflection","2024-02-24T09:23:02.790Z","","What didn't go well 😞","Od nového roku se zvedly pokuty..

135 kmh na 110 směr na HK kolem Vysoké.. 😱

Pán mě zastavil a omlouval se, že to musí mít minimální hodnota, což je 1500,-

Tak jsem mu řekl, že v pohodě, že už jsem přišel o víc peněz tím, že mě tady zdržuje 😂"
"Odbočování do víceproudé","Anonymous",0,"Reflection","2024-03-05T06:54:03.202Z","","What didn't go well 😞","Odbočování do víceproudé komunikaci.

Lidi tam najíždí, dělají to blbě - nojo asi to neznají. 😠

Naštěstí vyšel článek na gařážcz co čte mnoho lidi! 🙏

Mezitím lidi v komentářích:

https://www.garaz.cz/clanek/servis-legislativa-a-tuhle-dopravni-situaci-byste-vyresili-jak-odbocovani-z-viceproudove-komunikace-do-viceproudove-je-vyssi-divci-ne-kazdy-to-zvladne-21011709"
"Chčijící psi ve městě. Má to","Anonymous",0,"Reflection","2024-03-04T13:50:30.736Z","","What didn't go well 😞","Chčijící psi ve městě. Má to řešení?"
"Jaký byl Karibik? 🌊
A.k.a.","Anonymous",0,"Reflection","2024-02-19T08:06:50.660Z","","What went well 😄","Jaký byl Karibik? 🌊

A.k.a. jak Kuba dostál svým slovům: ""Tuhle zimu zůstanu v Praze"" 🤔




(Pro korektnost zima začala v listopadu a končí v březnu, abychom předešli časovým rozporům)"
"Rekapitulace:
Byl jsem v","Anonymous",0,"Reflection","2024-02-19T08:01:58.754Z","","What didn't go well 😞","Rekapitulace:

Byl jsem v Libni.. 🤔

Pohorky přišly vhod. Na autě byl lišejník.

V kavárně levný snídaně a plastové brčko v plastu.. WTF!

Aneb jak moc velká troska jsi, když máš kancl v obchodním domě Harfa? 🎶 (arf protože ostatní písmena už upadly)"
"5 týdnů bez alkoholu..","Anonymous",0,"Reflection","2024-02-19T08:05:42.234Z","","What went well 😄","5 týdnů bez alkoholu.. počínaje 14.2. (u mě) 🍺

Jak to jde/šlo a jak to jde/šlo Kubovi?"
"Volal mi pan Kohout 😂
Dělá","Anonymous",0,"Reflection","2024-02-16T19:12:54.713Z","","What went well 😄","Volal mi pan Kohout 😂

Dělá ve Švajcu.. a asi se trochu posunul a začal dělat se zajímavýma lidma.. hehe..

Nabídl mu spolupráci 🤝"
"Nabízí se zaplatit Parabolu","Anonymous",0,"Reflection","2024-02-16T10:17:21.587Z","","What went well 😄","Nabízí se zaplatit Parabolu plnou verzi, abychom měli jeden sloupec a upravené behavior pro naše potřeby 🤔

Jsme s tím ok?"
"Netflix je vážně na píču -","Anonymous",0,"Reflection","2024-02-16T10:17:51.764Z","","What didn't go well 😞","Netflix je vážně na píču - asi nastal čas, aby si každý platil své vlastní? 😞

Nebo lze připlatit pár korun a fungovat jako dřív?"
"Little Saint James island.","Anonymous",0,"Reflection","2024-03-09T18:57:21.999Z","","What didn't go well 😞","Little Saint James island. Novy investor koupil ostrov a chce z neho vybudovat luxusni resort. Ale zhrzene picky jsou proti, ze to je pry neucta k jejich ""pamatce""."
"Nabízí se zaplatit Parabolu","Petr Weissar",0,"Comment","2024-03-19T21:29:53.972Z","Vláda zařídí","","Vláda zařídí"
